Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year,Winrate
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LOUD,"['omen', 'sova', 'cypher', 'jett', 'kayo']",1,1,2,2024,0.5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Bind,LOUD,"['brimstone', 'gekko', 'omen', 'raze', 'skye']",1,1,2,2024,0.5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Haven,LOUD,"['omen', 'viper', 'cypher', 'neon', 'skye']",1,0,1,2024,1.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,"['gekko', 'harbor', 'kayo', 'killjoy', 'omen']",0,3,3,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LOUD,"['breach', 'cypher', 'fade', 'neon', 'omen']",2,2,4,2024,0.5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Sunset,LOUD,"['omen', 'cypher', 'gekko', 'breach', 'neon']",1,1,2,2024,0.5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,"['iso', 'jett', 'killjoy', 'omen', 'sova']",0,2,2,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Bind,MIBR,"['cypher', 'raze', 'skye', 'brimstone', 'deadlock']",1,0,1,2024,1.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,MIBR,"['sova', 'killjoy', 'viper', 'jett', 'gekko']",0,3,3,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,MIBR,"['omen', 'killjoy', 'viper', 'raze', 'fade']",2,0,2,2024,1.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Split,MIBR,"['omen', 'viper', 'jett', 'raze', 'skye']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Sunset,MIBR,"['omen', 'cypher', 'raze', 'gekko', 'breach']",0,2,2,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,NRG Esports,"['omen', 'sova', 'cypher', 'jett', 'kayo']",2,0,2,2024,1.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Bind,NRG Esports,"['viper', 'raze', 'skye', 'brimstone', 'sage']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Haven,NRG Esports,"['omen', 'fade', 'deadlock', 'clove', 'yoru']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,NRG Esports,"['sova', 'killjoy', 'viper', 'jett', 'kayo']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,NRG Esports,"['cypher', 'gekko', 'breach', 'neon', 'clove']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Split,NRG Esports,"['omen', 'cypher', 'breach', 'neon', 'yoru']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Sunset,NRG Esports,"['breach', 'cypher', 'fade', 'neon', 'omen']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Sentinels,"['omen', 'sova', 'cypher', 'jett', 'deadlock']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Bind,Sentinels,"['raze', 'gekko', 'fade', 'brimstone', 'deadlock']",0,1,1,2024,0.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Haven,Sentinels,"['omen', 'sova', 'killjoy', 'jett', 'breach']",1,1,2,2024,0.5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,Sentinels,"['cypher', 'deadlock', 'fade', 'omen', 'raze']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Split,Sentinels,"['omen', 'viper', 'cypher', 'raze', 'skye']",2,0,2,2024,1.0
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Sunset,Sentinels,"['omen', 'cypher', 'raze', 'gekko', 'breach']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,All Gamers,"['omen', 'sova', 'jett', 'killjoy', 'reyna']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,All Gamers,"['viper', 'raze', 'killjoy', 'kayo', 'harbor']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,All Gamers,"['omen', 'raze', 'sova', 'cypher', 'breach']",0,2,2,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,Bilibili Gaming,"['omen', 'sova', 'jett', 'killjoy', 'kayo']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,Bilibili Gaming,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,Bilibili Gaming,"['viper', 'sova', 'jett', 'killjoy', 'harbor']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Lotus,Bilibili Gaming,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,0,2,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,Bilibili Gaming,"['omen', 'raze', 'cypher', 'breach', 'fade']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,"['omen', 'sova', 'jett', 'killjoy', 'kayo']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,Dragon Ranger Gaming,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,"['viper', 'sova', 'jett', 'cypher', 'kayo']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,Dragon Ranger Gaming,"['viper', 'sova', 'jett', 'killjoy', 'gekko']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Split,Dragon Ranger Gaming,"['omen', 'raze', 'cypher', 'skye', 'breach']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,Dragon Ranger Gaming,"['omen', 'sova', 'cypher', 'breach', 'neon']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,EDward Gaming,"['viper', 'omen', 'sova', 'jett', 'breach']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,EDward Gaming,"['raze', 'sova', 'cypher', 'kayo', 'brimstone']",2,0,2,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Breeze,EDward Gaming,"['viper', 'sova', 'jett', 'cypher', 'kayo']",2,0,2,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,EDward Gaming,"['viper', 'sova', 'jett', 'killjoy', 'kayo']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Split,EDward Gaming,"['viper', 'omen', 'raze', 'skye', 'breach']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,EDward Gaming,"['omen', 'raze', 'sova', 'cypher', 'kayo']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,FunPlus Phoenix,"['omen', 'jett', 'cypher', 'fade', 'yoru']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,FunPlus Phoenix,"['viper', 'omen', 'raze', 'yoru', 'gekko']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Breeze,FunPlus Phoenix,"['viper', 'sova', 'jett', 'yoru', 'astra']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,FunPlus Phoenix,"['viper', 'omen', 'jett', 'gekko', 'reyna']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Lotus,FunPlus Phoenix,"['viper', 'omen', 'raze', 'gekko', 'chamber']",2,0,2,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Split,FunPlus Phoenix,"['omen', 'raze', 'cypher', 'breach', 'yoru']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,FunPlus Phoenix,"['viper', 'sova', 'harbor', 'phoenix', 'chamber']",2,0,2,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,JDG Esports,"['viper', 'raze', 'sova', 'skye', 'brimstone']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,JDG Esports,"['viper', 'sova', 'jett', 'killjoy', 'harbor']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Lotus,JDG Esports,"['viper', 'raze', 'killjoy', 'fade', 'astra']",0,2,2,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,JDG Esports,"['viper', 'omen', 'raze', 'sova', 'cypher']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,Nova Esports,"['omen', 'sova', 'jett', 'killjoy', 'breach']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Lotus,Nova Esports,"['breach', 'jett', 'killjoy', 'omen', 'raze']",0,2,2,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Split,Nova Esports,"['viper', 'omen', 'raze', 'jett', 'skye']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,Nova Esports,"['omen', 'killjoy', 'breach', 'fade', 'neon']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,TYLOO,"['omen', 'sova', 'jett', 'cypher', 'phoenix']",0,2,2,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Split,TYLOO,"['viper', 'omen', 'raze', 'cypher', 'skye']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,TYLOO,"['omen', 'raze', 'cypher', 'kayo', 'gekko']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,Titan Esports Club,"['omen', 'sova', 'jett', 'cypher', 'kayo']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Breeze,Titan Esports Club,"['viper', 'sova', 'jett', 'cypher', 'kayo']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,Titan Esports Club,"['viper', 'sova', 'jett', 'killjoy', 'harbor']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Lotus,Titan Esports Club,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,2,4,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Split,Titan Esports Club,"['viper', 'raze', 'jett', 'skye', 'astra']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,Trace Esports,"['omen', 'sova', 'jett', 'killjoy', 'kayo']",1,0,1,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,Trace Esports,"['viper', 'raze', 'jett', 'skye', 'brimstone']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Breeze,Trace Esports,"['viper', 'sova', 'jett', 'cypher', 'kayo']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Lotus,Trace Esports,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,2,4,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Split,Trace Esports,"['viper', 'omen', 'raze', 'cypher', 'skye']",2,0,2,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,Trace Esports,"['omen', 'raze', 'sova', 'cypher', 'breach']",2,2,4,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Ascent,Wolves Esports,"['omen', 'sova', 'jett', 'cypher', 'kayo']",2,0,2,2024,1.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Bind,Wolves Esports,"['viper', 'omen', 'raze', 'skye', 'yoru']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,"['viper', 'sova', 'jett', 'cypher', 'yoru']",0,1,1,2024,0.0
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Icebox,Wolves Esports,"['viper', 'sova', 'jett', 'cypher', 'killjoy']",1,1,2,2024,0.5
Champions Tour 2024: China Kickoff,All Stages,All Match Types,Sunset,Wolves Esports,"['omen', 'raze', 'sova', 'cypher', 'phoenix']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,All Gamers,"['viper', 'raze', 'skye', 'gekko', 'brimstone']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,All Gamers,"['viper', 'cypher', 'sova', 'yoru', 'harbor']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,All Gamers,"['viper', 'raze', 'killjoy', 'kayo', 'harbor']",0,3,3,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,0,2,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,All Gamers,"['raze', 'cypher', 'skye', 'breach', 'astra']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,All Gamers,"['omen', 'raze', 'cypher', 'sova', 'breach']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,Bilibili Gaming,"['brimstone', 'cypher', 'gekko', 'raze', 'viper']",1,3,4,2024,0.25
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,Bilibili Gaming,"['viper', 'omen', 'cypher', 'sova', 'yoru']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,Bilibili Gaming,"['harbor', 'jett', 'killjoy', 'sova', 'viper']",2,2,4,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,2,4,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,Bilibili Gaming,"['viper', 'omen', 'raze', 'cypher', 'skye']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,Bilibili Gaming,"['omen', 'raze', 'cypher', 'breach', 'fade']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,"['omen', 'cypher', 'sova', 'jett', 'kayo']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,Dragon Ranger Gaming,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",3,2,5,2024,0.6
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,"['cypher', 'jett', 'kayo', 'sova', 'viper']",2,5,7,2024,0.2857142857142857
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,Dragon Ranger Gaming,"['viper', 'sova', 'jett', 'killjoy', 'harbor']",3,1,4,2024,0.75
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,Dragon Ranger Gaming,"['viper', 'omen', 'raze', 'cypher', 'skye']",2,2,4,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,Dragon Ranger Gaming,"['breach', 'cypher', 'omen', 'raze', 'sova']",1,3,4,2024,0.25
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,EDward Gaming,"['omen', 'sova', 'jett', 'killjoy', 'kayo']",3,2,5,2024,0.6
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,EDward Gaming,"['brimstone', 'gekko', 'raze', 'skye', 'viper']",3,2,5,2024,0.6
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,EDward Gaming,"['viper', 'cypher', 'sova', 'jett', 'kayo']",4,1,5,2024,0.8
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,EDward Gaming,"['viper', 'jett', 'killjoy', 'kayo', 'gekko']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,"['omen', 'raze', 'breach', 'reyna', 'sage']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,EDward Gaming,"['viper', 'omen', 'raze', 'cypher', 'skye']",3,0,3,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,EDward Gaming,"['viper', 'omen', 'raze', 'cypher', 'gekko']",4,0,4,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,FunPlus Phoenix,"['viper', 'omen', 'killjoy', 'fade', 'yoru']",3,0,3,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,FunPlus Phoenix,"['viper', 'raze', 'kayo', 'gekko', 'brimstone']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,FunPlus Phoenix,"['astra', 'harbor', 'jett', 'sova', 'yoru']",2,2,4,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,FunPlus Phoenix,"['clove', 'gekko', 'jett', 'kayo', 'omen']",2,2,4,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,FunPlus Phoenix,"['viper', 'omen', 'raze', 'gekko', 'astra']",5,0,5,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,FunPlus Phoenix,"['viper', 'omen', 'raze', 'kayo', 'gekko']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,JDG Esports,"['omen', 'sova', 'jett', 'killjoy', 'kayo']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,JDG Esports,"['viper', 'raze', 'skye', 'gekko', 'brimstone']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,JDG Esports,"['viper', 'sova', 'jett', 'yoru', 'harbor']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,JDG Esports,"['viper', 'jett', 'killjoy', 'gekko', 'harbor']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,"['viper', 'omen', 'raze', 'killjoy', 'fade']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,JDG Esports,"['viper', 'omen', 'raze', 'jett', 'skye']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,JDG Esports,"['viper', 'omen', 'raze', 'cypher', 'sova']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,Nova Esports,"['omen', 'sova', 'jett', 'killjoy', 'breach']",1,4,5,2024,0.2
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,Nova Esports,"['omen', 'raze', 'skye', 'gekko', 'breach']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,Nova Esports,"['viper', 'omen', 'kayo', 'gekko', 'chamber']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,"['fade', 'killjoy', 'omen', 'raze', 'viper']",1,3,4,2024,0.25
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,Nova Esports,"['astra', 'jett', 'raze', 'skye', 'viper']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,Nova Esports,"['omen', 'killjoy', 'breach', 'fade', 'neon']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,TYLOO,"['omen', 'sova', 'jett', 'killjoy', 'kayo']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,TYLOO,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,TYLOO,"['viper', 'sova', 'jett', 'yoru', 'astra']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,TYLOO,"['gekko', 'jett', 'killjoy', 'reyna', 'viper']",0,2,2,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,TYLOO,"['viper', 'omen', 'raze', 'killjoy', 'fade']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,TYLOO,"['viper', 'omen', 'raze', 'cypher', 'skye']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,TYLOO,"['omen', 'raze', 'cypher', 'sova', 'breach']",0,2,2,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,Titan Esports Club,"['omen', 'sova', 'jett', 'killjoy', 'gekko']",0,1,1,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,Titan Esports Club,"['brimstone', 'gekko', 'raze', 'skye', 'viper']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,Titan Esports Club,"['viper', 'cypher', 'sova', 'jett', 'yoru']",1,0,1,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,"['jett', 'killjoy', 'reyna', 'sova', 'viper']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,"['viper', 'omen', 'raze', 'killjoy', 'fade']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Split,Titan Esports Club,"['viper', 'omen', 'raze', 'cypher', 'skye']",0,3,3,2024,0.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Sunset,Titan Esports Club,"['omen', 'raze', 'cypher', 'sova', 'breach']",1,1,2,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Ascent,Trace Esports,"['omen', 'sova', 'jett', 'killjoy', 'kayo']",2,0,2,2024,1.0
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Bind,Trace Esports,"['viper', 'raze', 'skye', 'gekko', 'brimstone']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Breeze,Trace Esports,"['viper', 'cypher', 'sova', 'jett', 'yoru']",2,2,4,2024,0.5
Champions Tour 2024: China Stage 1,All Stages,All Match Types,Lotus,Trace Esports,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,1,3,2024,0.6666666666666666
