Tournament,Stage,Match Type,Map,Team,Composition,Winrate,Total Maps Played
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Sunset,KRÜ Esports,"breach,cypher,gekko,omen,raze",0.6667,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Sunset,LEVIATÁN,"breach,cypher,gekko,omen,raze",0.75,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Sunset,LOUD,"breach,omen,phoenix,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Sunset,MIBR,"cypher,omen,raze,skye,viper",0.0,2
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Sunset,NRG Esports,"cypher,gekko,kayo,omen,raze",0.3333,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Sunset,Sentinels,"cypher,gekko,kayo,omen,raze",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,Bind,100 Thieves,"brimstone,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,Bind,G2 Esports,"brimstone,gekko,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,Breeze,100 Thieves,"cypher,jett,kayo,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,Breeze,G2 Esports,"astra,cypher,sova,viper,yoru",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,Sunset,100 Thieves,"cypher,gekko,omen,raze,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,Sunset,G2 Esports,"breach,cypher,gekko,omen,raze",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Ascent,Cloud9,"jett,killjoy,omen,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Ascent,G2 Esports,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Bind,100 Thieves,"brimstone,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Bind,LOUD,"breach,brimstone,kayo,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Icebox,100 Thieves,"gekko,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Icebox,LOUD,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Lotus,Cloud9,"gekko,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Lotus,G2 Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Ascent,G2 Esports,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Ascent,LEVIATÁN,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Bind,G2 Esports,"brimstone,gekko,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Bind,LEVIATÁN,"brimstone,gekko,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Breeze,G2 Esports,"astra,cypher,sova,viper,yoru",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Breeze,LEVIATÁN,"cypher,jett,kayo,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Icebox,G2 Esports,"gekko,harbor,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Icebox,LEVIATÁN,"harbor,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Lotus,G2 Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Lotus,LEVIATÁN,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,Icebox,KRÜ Esports,"gekko,jett,kayo,killjoy,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,Icebox,LEVIATÁN,"harbor,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,Lotus,KRÜ Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,Lotus,LEVIATÁN,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,Sunset,KRÜ Esports,"breach,cypher,gekko,omen,raze",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,Sunset,LEVIATÁN,"breach,cypher,gekko,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,Ascent,100 Thieves,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,Ascent,G2 Esports,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,Bind,100 Thieves,"brimstone,fade,gekko,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,Bind,G2 Esports,"brimstone,gekko,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,Split,100 Thieves,"astra,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,Split,G2 Esports,"breach,fade,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Ascent,G2 Esports,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Ascent,KRÜ Esports,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Bind,100 Thieves,"brimstone,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Bind,LEVIATÁN,"brimstone,gekko,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Icebox,100 Thieves,"gekko,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Icebox,G2 Esports,"gekko,harbor,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Icebox,KRÜ Esports,"gekko,kayo,killjoy,reyna,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Icebox,LEVIATÁN,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Sunset,100 Thieves,"cypher,gekko,omen,raze,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Sunset,LEVIATÁN,"breach,cypher,gekko,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Ascent,Cloud9,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Ascent,LEVIATÁN,"kayo,omen,raze,sage,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Breeze,FURIA,"cypher,jett,kayo,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Breeze,KRÜ Esports,"cypher,jett,kayo,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Breeze,LOUD,"cypher,jett,kayo,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Breeze,NRG Esports,"cypher,jett,sova,viper,yoru",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,100 Thieves,"gekko,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,Cloud9,"jett,killjoy,sage,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,Evil Geniuses,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,FURIA,"gekko,kayo,killjoy,omen,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,G2 Esports,"gekko,killjoy,omen,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,KRÜ Esports,"gekko,kayo,killjoy,reyna,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,LEVIATÁN,"harbor,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,Sentinels,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Lotus,Evil Geniuses,"cypher,fade,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Lotus,FURIA,"killjoy,omen,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Lotus,G2 Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Lotus,KRÜ Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Split,100 Thieves,"astra,fade,gekko,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Split,Sentinels,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Sunset,Cloud9,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Sunset,LEVIATÁN,"breach,cypher,omen,phoenix,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Sunset,LOUD,"breach,omen,phoenix,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Sunset,NRG Esports,"cypher,gekko,kayo,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Bind,100 Thieves,"brimstone,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Bind,G2 Esports,"brimstone,fade,kayo,viper,yoru",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,FURIA,"cypher,jett,sova,viper,yoru",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,NRG Esports,"cypher,jett,sova,viper,yoru",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,KRÜ Esports,"gekko,kayo,killjoy,reyna,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,LEVIATÁN,"harbor,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,MIBR,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Icebox,Sentinels,"gekko,jett,kayo,killjoy,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Lotus,Cloud9,"gekko,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Lotus,Evil Geniuses,"cypher,fade,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Lotus,LEVIATÁN,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Lotus,Sentinels,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,100 Thieves,"astra,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,Cloud9,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,Evil Geniuses,"cypher,omen,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,FURIA,"omen,raze,skye,viper,yoru",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,G2 Esports,"breach,cypher,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,NRG Esports,"jett,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Cloud9,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Evil Geniuses,"breach,cypher,fade,omen,raze",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,KRÜ Esports,"breach,cypher,gekko,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,MIBR,"cypher,omen,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,100 Thieves,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,Cloud9,"cypher,jett,kayo,omen,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,KRÜ Esports,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,LOUD,"jett,kayo,omen,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,100 Thieves,"brimstone,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Cloud9,"brimstone,cypher,raze,skye,viper",0.0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Evil Geniuses,"brimstone,gekko,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LEVIATÁN,"brimstone,gekko,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,LOUD,"breach,brimstone,kayo,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,MIBR,"brimstone,kayo,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,NRG Esports,"brimstone,gekko,kayo,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Sentinels,"brimstone,gekko,raze,skye,viper",0.5,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,Evil Geniuses,"astra,jett,sova,viper,yoru",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,G2 Esports,"cypher,harbor,sova,viper,yoru",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,KRÜ Esports,"cypher,jett,kayo,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,LEVIATÁN,"cypher,jett,kayo,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,MIBR,"cypher,jett,kayo,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Breeze,NRG Esports,"cypher,jett,sova,viper,yoru",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,Cloud9,"jett,killjoy,sage,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,FURIA,"gekko,kayo,killjoy,omen,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,G2 Esports,"gekko,harbor,killjoy,sova,viper",1.0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LEVIATÁN,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,LOUD,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Cloud9,"gekko,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Evil Geniuses,"cypher,fade,omen,raze,viper",0.0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,FURIA,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,G2 Esports,"fade,killjoy,omen,raze,viper",0.5,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,KRÜ Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LEVIATÁN,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,LOUD,"deadlock,fade,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,MIBR,"killjoy,omen,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Sentinels,"fade,killjoy,omen,raze,viper",1.0,2
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,KRÜ Esports,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,LOUD,"breach,omen,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,MIBR,"astra,jett,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Split,NRG Esports,"jett,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Evil Geniuses,"breach,cypher,fade,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,LEVIATÁN,"breach,cypher,gekko,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,NRG Esports,"cypher,gekko,kayo,omen,raze",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sunset,Sentinels,"cypher,gekko,kayo,omen,raze",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Cloud9,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Evil Geniuses,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,FURIA,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,NRG Esports,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,Cloud9,"brimstone,cypher,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,FURIA,"brimstone,cypher,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,G2 Esports,"brimstone,gekko,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,MIBR,"brimstone,gekko,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,100 Thieves,"cypher,jett,kayo,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,KRÜ Esports,"cypher,jett,kayo,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,G2 Esports,"gekko,harbor,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,LOUD,"harbor,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,MIBR,"gekko,kayo,killjoy,sage,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Icebox,Sentinels,"gekko,jett,kayo,killjoy,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Cloud9,"gekko,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Evil Geniuses,"cypher,fade,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,FURIA,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,LOUD,"deadlock,fade,omen,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,NRG Esports,"breach,brimstone,cypher,gekko,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Sentinels,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,100 Thieves,"astra,fade,gekko,raze,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,KRÜ Esports,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,100 Thieves,"cypher,gekko,omen,raze,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,Evil Geniuses,"breach,cypher,fade,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,KRÜ Esports,"breach,cypher,gekko,omen,raze",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,NRG Esports,"cypher,gekko,kayo,omen,raze",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,KRÜ Esports,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,LEVIATÁN,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,100 Thieves,"brimstone,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,G2 Esports,"brimstone,gekko,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,LOUD,"breach,brimstone,kayo,raze,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,NRG Esports,"brimstone,gekko,raze,skye,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,KRÜ Esports,"cypher,jett,kayo,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,LEVIATÁN,"cypher,jett,kayo,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Cloud9,"jett,killjoy,sage,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,FURIA,"gekko,killjoy,reyna,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,G2 Esports,"gekko,harbor,killjoy,sova,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,LOUD,"harbor,jett,killjoy,sova,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,MIBR,"gekko,kayo,killjoy,sage,viper",0.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Sentinels,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,KRÜ Esports,"fade,killjoy,omen,raze,viper",0.0,1
